Interval Start UTC Date,Queue,Media Type,Skill Set,Language,Offered,Interactions Handled,Total Handle Time
2021-07-12T08:00:00.000Z,Existing Accounts,MESSAGE,,,6.9225,6.9225,143.3774647
2021-07-12T08:00:00.000Z,New Orders,VOICE,,,6.9225,6.9225,143.3774647
2021-07-12T08:00:00.000Z,New Orders,MESSAGE,,,6.9225,6.9225,143.3774647
2021-07-12T08:00:00.000Z,Existing Accounts,VOICE,,,6.9225,6.9225,143.3774647
2021-07-12T08:00:00.000Z,Existing Accounts,MESSAGE,,,6.9225,6.9225,143.3774647
2021-07-12T08:00:00.000Z,New Orders,VOICE,,,6.9225,6.9225,143.3774647
2021-07-12T08:15:00.000Z,New Orders,MESSAGE,,,7.8975,8.8975,132.9033333
2021-07-12T08:15:00.000Z,Existing Accounts,VOICE,,,7.8975,8.8975,132.9033333
2021-07-12T08:15:00.000Z,Existing Accounts,MESSAGE,,,7.8975,8.8975,132.9033333
2021-07-12T08:15:00.000Z,New Orders,VOICE,,,7.8975,8.8975,132.9033333
2021-07-12T08:15:00.000Z,New Orders,MESSAGE,,,7.8975,8.8975,132.9033333
2021-07-12T08:15:00.000Z,Existing Accounts,VOICE,,,7.8975,8.8975,132.9033333
2021-07-12T08:15:00.000Z,Existing Accounts,MESSAGE,,,7.8975,8.8975,132.9033333
2021-07-12T08:15:00.000Z,New Orders,VOICE,,,7.8975,8.8975,132.9033333
2021-07-12T08:15:00.000Z,New Orders,MESSAGE,,,7.8975,8.8975,132.9033333
2021-07-12T08:15:00.000Z,Existing Accounts,VOICE,,,7.8975,8.8975,132.9033333
2021-07-12T08:15:00.000Z,Existing Accounts,MESSAGE,,,7.8975,8.8975,132.9033333
2021-07-12T08:15:00.000Z,New Orders,VOICE,,,7.8975,8.8975,132.9033333
2021-07-12T08:15:00.000Z,New Orders,MESSAGE,,,7.8975,8.8975,132.9033333
2021-07-12T08:15:00.000Z,Existing Accounts,VOICE,,,7.8975,8.8975,132.9033333
2021-07-12T08:15:00.000Z,Existing Accounts,MESSAGE,,,7.8975,8.8975,132.9033333
2021-07-12T08:15:00.000Z,New Orders,VOICE,,,7.8975,8.8975,132.9033333
2021-07-12T08:15:00.000Z,New Orders,MESSAGE,,,7.8975,8.8975,132.9033333
2021-07-12T08:15:00.000Z,Existing Accounts,VOICE,,,7.8975,8.8975,132.9033333
2021-07-12T08:15:00.000Z,Existing Accounts,MESSAGE,,,7.8975,8.8975,132.9033333
2021-07-12T08:15:00.000Z,New Orders,VOICE,,,7.8975,8.8975,132.9033333
2021-07-12T08:15:00.000Z,New Orders,MESSAGE,,,7.8975,8.8975,132.9033333
2021-07-12T08:15:00.000Z,Existing Accounts,VOICE,,,7.8975,8.8975,132.9033333
2021-07-12T08:15:00.000Z,Existing Accounts,MESSAGE,,,7.8975,8.8975,132.9033333
2021-07-12T08:15:00.000Z,New Orders,VOICE,,,7.8975,8.8975,132.9033333
2021-07-12T08:15:00.000Z,New Orders,MESSAGE,,,7.8975,8.8975,132.9033333
2021-07-12T08:30:00.000Z,Existing Accounts,VOICE,,,9.555,10.555,142.2954081
2021-07-12T08:30:00.000Z,Existing Accounts,MESSAGE,,,9.555,10.555,142.2954081
2021-07-12T08:30:00.000Z,New Orders,VOICE,,,9.555,10.555,142.2954081
2021-07-12T08:30:00.000Z,New Orders,MESSAGE,,,9.555,10.555,142.2954081
2021-07-12T08:30:00.000Z,Existing Accounts,VOICE,,,9.555,10.555,142.2954081
2021-07-12T08:30:00.000Z,Existing Accounts,MESSAGE,,,9.555,10.555,142.2954081
2021-07-12T08:30:00.000Z,New Orders,VOICE,,,9.555,10.555,142.2954081
2021-07-12T08:30:00.000Z,New Orders,MESSAGE,,,9.555,10.555,142.2954081
2021-07-12T08:30:00.000Z,Existing Accounts,VOICE,,,9.555,10.555,142.2954081
2021-07-12T08:30:00.000Z,Existing Accounts,MESSAGE,,,9.555,10.555,142.2954081
2021-07-12T08:30:00.000Z,New Orders,VOICE,,,9.555,10.555,142.2954081
2021-07-12T08:30:00.000Z,New Orders,MESSAGE,,,9.555,10.555,142.2954081
2021-07-12T08:30:00.000Z,Existing Accounts,VOICE,,,9.555,10.555,142.2954081
2021-07-12T08:30:00.000Z,Existing Accounts,MESSAGE,,,9.555,10.555,142.2954081
2021-07-12T08:30:00.000Z,New Orders,VOICE,,,9.555,10.555,142.2954081
2021-07-12T08:30:00.000Z,New Orders,MESSAGE,,,9.555,10.555,142.2954081
2021-07-12T08:30:00.000Z,Existing Accounts,VOICE,,,9.555,10.555,142.2954081
2021-07-12T08:30:00.000Z,Existing Accounts,MESSAGE,,,9.555,10.555,142.2954081
2021-07-12T08:30:00.000Z,New Orders,VOICE,,,9.555,10.555,142.2954081
2021-07-12T08:30:00.000Z,New Orders,MESSAGE,,,9.555,10.555,142.2954081
2021-07-12T08:30:00.000Z,Existing Accounts,VOICE,,,9.555,10.555,142.2954081
2021-07-12T08:30:00.000Z,Existing Accounts,MESSAGE,,,9.555,10.555,142.2954081
2021-07-12T08:30:00.000Z,New Orders,VOICE,,,9.555,10.555,142.2954081
2021-07-12T08:30:00.000Z,New Orders,MESSAGE,,,9.555,10.555,142.2954081
2021-07-12T08:30:00.000Z,Existing Accounts,VOICE,,,9.555,10.555,142.2954081
2021-07-12T08:45:00.000Z,Existing Accounts,MESSAGE,,,11.31,13.31,145.521681
2021-07-12T08:45:00.000Z,New Orders,VOICE,,,11.31,13.31,145.521681
2021-07-12T08:45:00.000Z,New Orders,MESSAGE,,,11.31,13.31,145.521681
2021-07-12T08:45:00.000Z,Existing Accounts,VOICE,,,11.31,13.31,145.521681
2021-07-12T08:45:00.000Z,Existing Accounts,MESSAGE,,,11.31,13.31,145.521681
2021-07-12T08:45:00.000Z,New Orders,VOICE,,,11.31,13.31,145.521681
2021-07-12T08:45:00.000Z,New Orders,MESSAGE,,,11.31,13.31,145.521681
2021-07-12T08:45:00.000Z,Existing Accounts,VOICE,,,11.31,13.31,145.521681
2021-07-12T08:45:00.000Z,Existing Accounts,MESSAGE,,,11.31,13.31,145.521681
2021-07-12T08:45:00.000Z,New Orders,VOICE,,,11.31,13.31,145.521681
2021-07-12T08:45:00.000Z,New Orders,MESSAGE,,,11.31,13.31,145.521681
2021-07-12T08:45:00.000Z,Existing Accounts,VOICE,,,11.31,13.31,145.521681
2021-07-12T08:45:00.000Z,Existing Accounts,MESSAGE,,,11.31,13.31,145.521681
2021-07-12T08:45:00.000Z,New Orders,VOICE,,,11.31,13.31,145.521681
2021-07-12T08:45:00.000Z,New Orders,MESSAGE,,,11.31,13.31,145.521681
2021-07-12T08:45:00.000Z,Existing Accounts,VOICE,,,11.31,13.31,145.521681
2021-07-12T08:45:00.000Z,Existing Accounts,MESSAGE,,,11.31,13.31,145.521681
2021-07-12T08:45:00.000Z,New Orders,VOICE,,,11.31,13.31,145.521681
2021-07-12T08:45:00.000Z,New Orders,MESSAGE,,,11.31,13.31,145.521681
2021-07-12T08:45:00.000Z,Existing Accounts,VOICE,,,11.31,13.31,145.521681
2021-07-12T08:45:00.000Z,Existing Accounts,MESSAGE,,,11.31,13.31,145.521681
2021-07-12T08:45:00.000Z,New Orders,VOICE,,,11.31,13.31,145.521681
2021-07-12T08:45:00.000Z,New Orders,MESSAGE,,,11.31,13.31,145.521681
2021-07-12T08:45:00.000Z,Existing Accounts,VOICE,,,11.31,13.31,145.521681
2021-07-12T08:45:00.000Z,Existing Accounts,MESSAGE,,,11.31,13.31,145.521681
2021-07-12T09:00:00.000Z,New Orders,VOICE,,,12.48,12.48,138.5572656
2021-07-12T09:00:00.000Z,New Orders,MESSAGE,,,12.48,12.48,138.5572656
2021-07-12T09:00:00.000Z,Existing Accounts,VOICE,,,12.48,12.48,138.5572656
2021-07-12T09:00:00.000Z,Existing Accounts,MESSAGE,,,12.48,12.48,138.5572656
2021-07-12T09:00:00.000Z,New Orders,VOICE,,,12.48,12.48,138.5572656
2021-07-12T09:00:00.000Z,New Orders,MESSAGE,,,12.48,12.48,138.5572656
2021-07-12T09:00:00.000Z,Existing Accounts,VOICE,,,12.48,12.48,138.5572656
2021-07-12T09:00:00.000Z,Existing Accounts,MESSAGE,,,12.48,12.48,138.5572656
2021-07-12T09:00:00.000Z,New Orders,VOICE,,,12.48,12.48,138.5572656
2021-07-12T09:00:00.000Z,New Orders,MESSAGE,,,12.48,12.48,138.5572656
2021-07-12T09:00:00.000Z,Existing Accounts,VOICE,,,12.48,12.48,138.5572656
2021-07-12T09:00:00.000Z,Existing Accounts,MESSAGE,,,12.48,12.48,138.5572656
2021-07-12T09:00:00.000Z,New Orders,VOICE,,,12.48,12.48,138.5572656
2021-07-12T09:00:00.000Z,New Orders,MESSAGE,,,12.48,12.48,138.5572656
2021-07-12T09:00:00.000Z,Existing Accounts,VOICE,,,12.48,12.48,138.5572656
2021-07-12T09:00:00.000Z,Existing Accounts,MESSAGE,,,12.48,12.48,138.5572656
2021-07-12T09:00:00.000Z,New Orders,VOICE,,,12.48,12.48,138.5572656
2021-07-12T09:00:00.000Z,New Orders,MESSAGE,,,12.48,12.48,138.5572656
2021-07-12T09:00:00.000Z,Existing Accounts,VOICE,,,12.48,12.48,138.5572656
2021-07-12T09:00:00.000Z,Existing Accounts,MESSAGE,,,12.48,12.48,138.5572656
2021-07-12T09:00:00.000Z,New Orders,VOICE,,,12.48,12.48,138.5572656
2021-07-12T09:00:00.000Z,New Orders,MESSAGE,,,12.48,12.48,138.5572656
2021-07-12T09:00:00.000Z,Existing Accounts,VOICE,,,12.48,12.48,138.5572656
2021-07-12T09:00:00.000Z,Existing Accounts,MESSAGE,,,12.48,12.48,138.5572656
2021-07-12T09:00:00.000Z,New Orders,VOICE,,,12.48,12.48,138.5572656
2021-07-12T09:15:00.000Z,New Orders,MESSAGE,,,13.40625,13.40625,140.3535636
2021-07-12T09:15:00.000Z,Existing Accounts,VOICE,,,13.40625,13.40625,140.3535636
2021-07-12T09:15:00.000Z,Existing Accounts,MESSAGE,,,13.40625,13.40625,140.3535636
2021-07-12T09:15:00.000Z,New Orders,VOICE,,,13.40625,13.40625,140.3535636
2021-07-12T09:15:00.000Z,New Orders,MESSAGE,,,13.40625,13.40625,140.3535636
2021-07-12T09:15:00.000Z,Existing Accounts,VOICE,,,13.40625,13.40625,140.3535636
2021-07-12T09:15:00.000Z,Existing Accounts,MESSAGE,,,13.40625,13.40625,140.3535636
2021-07-12T09:15:00.000Z,New Orders,VOICE,,,13.40625,13.40625,140.3535636
2021-07-12T09:15:00.000Z,New Orders,MESSAGE,,,13.40625,13.40625,140.3535636
2021-07-12T09:15:00.000Z,Existing Accounts,VOICE,,,13.40625,13.40625,140.3535636
2021-07-12T09:15:00.000Z,Existing Accounts,MESSAGE,,,13.40625,13.40625,140.3535636
2021-07-12T09:15:00.000Z,New Orders,VOICE,,,13.40625,13.40625,140.3535636
2021-07-12T09:15:00.000Z,New Orders,MESSAGE,,,13.40625,13.40625,140.3535636
2021-07-12T09:15:00.000Z,Existing Accounts,VOICE,,,13.40625,13.40625,140.3535636
2021-07-12T09:15:00.000Z,Existing Accounts,MESSAGE,,,13.40625,13.40625,140.3535636
2021-07-12T09:15:00.000Z,New Orders,VOICE,,,13.40625,13.40625,140.3535636
2021-07-12T09:15:00.000Z,New Orders,MESSAGE,,,13.40625,13.40625,140.3535636
2021-07-12T09:15:00.000Z,Existing Accounts,VOICE,,,13.40625,13.40625,140.3535636
2021-07-12T09:15:00.000Z,Existing Accounts,MESSAGE,,,13.40625,13.40625,140.3535636
2021-07-12T09:15:00.000Z,New Orders,VOICE,,,13.40625,13.40625,140.3535636
2021-07-12T09:15:00.000Z,New Orders,MESSAGE,,,13.40625,13.40625,140.3535636
2021-07-12T09:15:00.000Z,Existing Accounts,VOICE,,,13.40625,13.40625,140.3535636
2021-07-12T09:15:00.000Z,Existing Accounts,MESSAGE,,,13.40625,13.40625,140.3535636
2021-07-12T09:15:00.000Z,New Orders,VOICE,,,13.40625,13.40625,140.3535636
2021-07-12T09:15:00.000Z,New Orders,MESSAGE,,,13.40625,13.40625,140.3535636
2021-07-12T09:30:00.000Z,Existing Accounts,VOICE,,,14.235,16.235,142.3936987
2021-07-12T09:30:00.000Z,Existing Accounts,MESSAGE,,,14.235,16.235,142.3936987
2021-07-12T09:30:00.000Z,New Orders,VOICE,,,14.235,16.235,142.3936987
2021-07-12T09:30:00.000Z,New Orders,MESSAGE,,,14.235,16.235,142.3936987
2021-07-12T09:30:00.000Z,Existing Accounts,VOICE,,,14.235,16.235,142.3936987
2021-07-12T09:30:00.000Z,Existing Accounts,MESSAGE,,,14.235,16.235,142.3936987
2021-07-12T09:30:00.000Z,New Orders,VOICE,,,14.235,16.235,142.3936987
2021-07-12T09:30:00.000Z,New Orders,MESSAGE,,,14.235,16.235,142.3936987
2021-07-12T09:30:00.000Z,Existing Accounts,VOICE,,,14.235,16.235,142.3936987
2021-07-12T09:30:00.000Z,Existing Accounts,MESSAGE,,,14.235,16.235,142.3936987
2021-07-12T09:30:00.000Z,New Orders,VOICE,,,14.235,16.235,142.3936987
2021-07-12T09:30:00.000Z,New Orders,MESSAGE,,,14.235,16.235,142.3936987
2021-07-12T09:30:00.000Z,Existing Accounts,VOICE,,,14.235,16.235,142.3936987
2021-07-12T09:30:00.000Z,Existing Accounts,MESSAGE,,,14.235,16.235,142.3936987
2021-07-12T09:30:00.000Z,New Orders,VOICE,,,14.235,16.235,142.3936987
2021-07-12T09:30:00.000Z,New Orders,MESSAGE,,,14.235,16.235,142.3936987
2021-07-12T09:30:00.000Z,Existing Accounts,VOICE,,,14.235,16.235,142.3936987
2021-07-12T09:30:00.000Z,Existing Accounts,MESSAGE,,,14.235,16.235,142.3936987
2021-07-12T09:30:00.000Z,New Orders,VOICE,,,14.235,16.235,142.3936987
2021-07-12T09:30:00.000Z,New Orders,MESSAGE,,,14.235,16.235,142.3936987
2021-07-12T09:30:00.000Z,Existing Accounts,VOICE,,,14.235,16.235,142.3936987
2021-07-12T09:30:00.000Z,Existing Accounts,MESSAGE,,,14.235,16.235,142.3936987
2021-07-12T09:30:00.000Z,New Orders,VOICE,,,14.235,16.235,142.3936987
2021-07-12T09:30:00.000Z,New Orders,MESSAGE,,,14.235,16.235,142.3936987
2021-07-12T09:30:00.000Z,Existing Accounts,VOICE,,,14.235,16.235,142.3936987
2021-07-12T09:45:00.000Z,Existing Accounts,MESSAGE,,,15.35625,17.35625,136.1294286
2021-07-12T09:45:00.000Z,New Orders,VOICE,,,15.35625,17.35625,136.1294286
2021-07-12T09:45:00.000Z,New Orders,MESSAGE,,,15.35625,17.35625,136.1294286
2021-07-12T09:45:00.000Z,Existing Accounts,VOICE,,,15.35625,17.35625,136.1294286
2021-07-12T09:45:00.000Z,Existing Accounts,MESSAGE,,,15.35625,17.35625,136.1294286
2021-07-12T09:45:00.000Z,New Orders,VOICE,,,15.35625,17.35625,136.1294286
2021-07-12T09:45:00.000Z,New Orders,MESSAGE,,,15.35625,17.35625,136.1294286
2021-07-12T09:45:00.000Z,Existing Accounts,VOICE,,,15.35625,17.35625,136.1294286
2021-07-12T09:45:00.000Z,Existing Accounts,MESSAGE,,,15.35625,17.35625,136.1294286
2021-07-12T09:45:00.000Z,New Orders,VOICE,,,15.35625,17.35625,136.1294286
2021-07-12T09:45:00.000Z,New Orders,MESSAGE,,,15.35625,17.35625,136.1294286
2021-07-12T09:45:00.000Z,Existing Accounts,VOICE,,,15.35625,17.35625,136.1294286
2021-07-12T09:45:00.000Z,Existing Accounts,MESSAGE,,,15.35625,17.35625,136.1294286
2021-07-12T09:45:00.000Z,New Orders,VOICE,,,15.35625,17.35625,136.1294286
2021-07-12T09:45:00.000Z,New Orders,MESSAGE,,,15.35625,17.35625,136.1294286
2021-07-12T09:45:00.000Z,Existing Accounts,VOICE,,,15.35625,17.35625,136.1294286
2021-07-12T09:45:00.000Z,Existing Accounts,MESSAGE,,,15.35625,17.35625,136.1294286
2021-07-12T09:45:00.000Z,New Orders,VOICE,,,15.35625,17.35625,136.1294286
2021-07-12T09:45:00.000Z,New Orders,MESSAGE,,,15.35625,17.35625,136.1294286
2021-07-12T09:45:00.000Z,Existing Accounts,VOICE,,,15.35625,17.35625,136.1294286
2021-07-12T09:45:00.000Z,Existing Accounts,MESSAGE,,,15.35625,17.35625,136.1294286
2021-07-12T09:45:00.000Z,New Orders,VOICE,,,15.35625,17.35625,136.1294286
2021-07-12T09:45:00.000Z,New Orders,MESSAGE,,,15.35625,17.35625,136.1294286
2021-07-12T09:45:00.000Z,Existing Accounts,VOICE,,,15.35625,17.35625,136.1294286
